bjr tt lemonde ,je me présente j'ai 21 ans,j'ai été opérée il y a 2 mois pour un nodule thyroïdien qui s'est révélé cancéreux donc thyroïdectomie totale,l'anapath a révélé un cancer papillaire et dans un autre laboratoire un cancer folliculaire qui sont deux types de cancer de la thyroïde qui ont le même pronostic,je dois faire une iratherapie cette semaine;traitement a l'iode;;;;;;
"Bjr, Au mois de mars, j'ai eu une fracture du malléole. Suite à une IRM de contrôle , on remarquait je cite ""En revanche, on note la présence de plusieurs zones d'½dème osseux intéressant les deux malléoles et les os du tarse"" Pourriez-vous me dire comment se forme un oedeme osseux? Est-ce que la mésothérapie, acupuncture peuvent agir pour résoudre ce problème? Merci de votre";;;;;;;
Bjr, j ai 40 ans et j ai des douleurs au genou qui a été victime en 2008 d une rupturte du LCA. j ai repris le foot l année passée et depuis 3 mois j ai mal dans le genou irm et écho negative --->arthrose les toubibs me conseillent l injection de sodium hyaluronate quels effets ? avez vous des infos ? merci;;;;;;;
Bjr, j ai 40 ans et j ai des douleurs au genou qui a été victime en 2008 d une rupturte du LCA. j ai repris le foot l année passée et depuis 3 mois j ai mal dans le genou irm et écho negative --->arthrose les toubibs me conseillent l injection de sodium hyaluronate quels effets ? avez vous des infos ? merci;;;;;;;
Bjr, j ai 40 ans et j ai des douleurs au genoux qui a été victime en 2008 d une rupturte du LCA. j ai repris le foot l année passée et depuis 3 mois j ai mal dans le genou irm et écho negative --->arthrose les toubibs me conseillent l injection de sodium hyaluronate quels effets ? avez vous des infos ? merci;;;;;;;
bjr, je suis allez faire pour la premiere fois une séance dUV avant hier, jai une des démangeaisons entre le cou et la poitrine, je pensais que c'étais parce que j'avais oublier d'enlever mon parfum. ji suis retourner cette apres midi et les démangeaisons sont revenus sur la même zone, est ce dangereux ?cela me fait mal aussi;;;;;;;
bjr, je suis hospitalisée depuis un mois dans une clinique pour maigrir. Je fais du sport, natation, course, gym..... a gogo toute l'année et ici aussi. J'ai un regime alimentaire a 1200 Cal, et je n'ais pas perdu un seul gramme !!!!!!!! Je suis desesperée. Je pensais mal gerer mon alimentaition à la maison mais en fait je m'appercois que non. j'ai des cours de dietetique et;;;;;;;
Bjr, je vais aller droit au but je ne sais pas ce qu'est cette cloque sur mon doigt. Je ne sais pas comment elle est apparue , je sais juste qu'elle est indolore et que ça fait environ 1 mois que je l'est. Merci de l'aide.;;;;;;;
bjr, le régime végétarien exclut-il aussi le poisson ? Donc peut-on être considéré comme végétarien ou pas si l'on mange essentiellement du poisson, étant donné que jusqu'à preuve du contraire le poisson est un animal. Merci;;;;;;;
Bjr? que puis je essayer comme traitement sans consulter un médecin pour des rougeurs lisses sur la base du gland? De plus des fissures autour? en dessous du gland, c?est plus ca qui fait mal lors dés rapports. J?ai essayé un crème 15 jours puis des lavages avec solution moussante antiseptique 15 jours.;;;;;;;
Bon jour, J'ai consommé du Diazepam 10mg à raison de 6 à 7/soir de début Septembre jusqu'au Mercredi 10 Novembre dernier. J'ai eu droit à des nausées le Jeudi soir, puis cela a passé, ensuite dès le Vendredi, les nuits blanches ont commencé, Mardi début d'après-midi, durant 3 heures environs, j'ai eu droit aux crampes musculaire, douleurs dans les muscles et les os, chaud et;;;;;;;
Bonaitjour, Je me permet d'écrire pour sans doute être rassuré par quelqu'un qui aurait déja eu le genre de problèmes que j'ai en ce moment. Je souffre de dysphagie depuis quelques jours (difficulté à avaler ma nourriture) Mais mis à part une légère douleur à gauche quand j'avale rien de spécial, pas de fièvre, pas de maux de gorges, pas de ganglions. Ma voie légèrement;;;;;;;
Bonjour; Je voudrais avoir des éclaircissements à propos du résultat d'une fibroscopie de mon mari qui lui a été demandé par son médecin: Oesophage - Rhagades de petite taille moins de 05mm avec présence de dépot blanchatre évoquant une sur infection mycotique - Pas de varices oesophagienne Cardia: En place mais béance du cardia pendant l'examen Estomac: - Lac muqueux assez;;;;;;
bonjour;j'ai 56 ANS .je suis hypertendue depuis 10 ans;diabétique type 2 depuis 5 ans; colite et iléite depuis 18 ans; suivie aussi pour cholestérol; et j'ai une hypothyroidite d'hachimoto depuis 4 ANS?;j'ai de grands problemSe de fatigue,un surpoids que je n'arrivE pas à éliminer;maintenant je ne comprend plus si cette fatigue est due à mon hypertension ou à mon hypo(le tsh
Bonjour;" On suspecte j'ai ma grand mere de 78 ans , soit une récidive de son cancer de l'utérus mais peu possible ou un nouveau cancer , on lui avait dit que c'était des métastases hépatiques puis l'oncologue ne sait plus , verdic LUNDI De tte façon il faudra de la chimio . Qui peut arriver a m'expliquer se scanner ? "" Il existe un épenchement pleural bilatéral prédominant";;;;;;
bonjour ! j'ai 23 ans et mon petit ami a découvert, vendredi soir, une boule au niveau de mon sein droit ; au début, je ne le croyais pas (car ne la sentais pas), mais hier, j'ai effectivement senti cette boule (je dirais 2 à 3 cm). dès mardi, je prend RDV avec mon généraliste, mais en attendant, j'ai une question : qu'est-ce-que ça pourrait être s'il ne s'agit pas d'un cancer;;;;;;
Bonjour ! Tout est dans le titre!! Hier, j'étais au travail, assise et ca fait une semaine que je stresse énormément. Soudain dans l'après midi, j'ai eu une douleur atroce dans la hanche gauche, avec le sentiment qu'elle s'était déboitée... Je me lève et tente quelques pas, mais c'est très dur. Bon je me rassied en me disant que ca passera et je continue à travailler.;;;;;;;
Bonjour , Après des recherches , je n'ai pas trouvé de personne guérie de ce cancer ; j'ai appris que j'en avais un il y a 2 mois... Je ne peux plus m'alimenter , j'ai une sonde gastrique. Je commence ma 3° cure de chimio mercredi et j'ai l'impression de régresser. On m'avait dit que la chimio réduirait les douleurs , les blocages mais c'est de pire en pire...Ils ne veulent ,;;;;;;
bonjour , depuis 3 ans je souffre de démangeaisons sur diff partie du corps seule la pommade à l'hydrocortisonne me soulage ... les démangeaisons survenues un an après le deces de mon Père, plusieurs médicament s pour le cholestérol,acide urique,coeur depuis 1976 . j'ai 74 ans . Démangeaisons sans boutons , qui apparaissent après grattage, avec des rémissionsde qq. jours .;;;;;;;
Bonjour , depuis 3j j?ai environ des selles noir ..... je suis constipée sa pique à la la fin d évacuée .. Du coup j?ai remarquer que à chaque fin de selle il y?a une goutte de sang dans la cuvette mais pas quand je m essuie c?est bisar non ? Je ne sais pas si je suis seulement irritée ou alors il y?a un problème plus grave comme le cancer du colon je m?inquiète fortement.;;;;;;;
Bonjour , depuis maintenant 3 mois j'ai des corps flottants qui ne cesse d'augmenter de jour en jour , je vois des espèce de points lumineux soit qui restent fixe ou qui zig zag et un voile noir quand je ferme un oeil. Je suis déjà allé voir l'ohptalmo 2 fois et le service d'urgences ophtalmique , mais apparament j'ai rien , on m'a juste dépister mes corps flottants et une;;;;;;;
Bonjour , en faisant une IRM cérébrale j ai appris que mon fils a une Epoplasie du corps calleux , sachant quil a convulser a 38 les médecins mont demander de faire une radio EEG la semaine prochaine. je cherche des temoignages , des parent qui ont le meme probleme que mon fils je veux savoir si ca necessite une intervention chirurgicale ou seulement avec des traitements ca va;;;;;;;
Bonjour , J?ai 13 ans et depuis 1 mois et demi J?ai des ganglions au cou mou et indolore ( 2cm et 1 cm ) et d?autres plutôt dur mais moins de 1cm ( c?est quoi ) , Il y?a 1 mois et demi grosse angine antibiotique 2 semaines ( sa passe ) mais toujours ganglions. Après ses 2 semaines Prise de sang : 11.000 leucocytes ( polynucléaire eosinophiles 600 ) le reste normal .Protéine C;;;;;;;
"bonjour , j'ai "" fait "" un A.V.C. il y a maintenant trois ans , à la suite du quel s'est révélé un diabéte de type 2 + cholestérol + tryglicirides ... tout semblait rentrer dans l'ordre , et puis mon diabète se met à remonter sérieusement , ce malgrés des médicaments et un régime hyper sévére ( j'ai vu une diètéticienne ) les triglycérides elles ne m'ont jamais quittées";;;;;;;
Bonjour , J'ai 17 ans et je vous écris en cette heure tardive car je rencontre cette nuit des gros problèmes de sommeil. Comme le dit le titre , j ai les mains engourdis , j y ressens des picotements qui peuvent s étendre du bout des doigts jusqu' à mes biceps , j ai peu de sensations au niveau du toucher sur les membres touchés .;;;;;;;
bonjour , j'ai ma fille de 3 ans qui a une toux chronique; qui se manifeste plus la nuit; et le nez qui coule à longueur de journée,et cela depuis sa naissance, elle n'a jamais passée plus de trois semaines sans tousser.j'ai fais la radio de son thorax, mon médecin d it qu'il n'y a rien d'anormal qui y est révélé, et a prescrit un anti biotique et un anti toussif parce que;;;;;
Bonjour , J'ai pris du roaccutane pendant 6 mois , dosage 40mg du début à la fin et j'ai arreté le roaccutane fin mars 2014. Je ne suis pas sure du délai , mais depuis quelques semaines j'ai perdu la moitié de ma masse de cheveux , et je sens des repousses , ayant eu peur je suis allée faire un bilan sanguin complet car je navais pas fait le lien avec le roaccutane ( je ne;;;;;;;
Bonjour , J'ai pris du roaccutane pendant 6 mois , dosage 40mg du début à la fin et j'ai arreté le roaccutane fin mars 2014. Je ne suis pas sure du délai , mais depuis quelques semaines j'ai perdu la moitié de ma masse de cheveux , et je sens des repousses , ayant eu peur je suis allée faire un bilan sanguin complet car je navais pas fait le lien avec le roaccutane ( je ne;;;;;;;
Bonjour , J'ai pris du roaccutane pendant 6 mois , dosage 40mg du début à la fin et j'ai arreté le roaccutane fin mars 2014. Je ne suis pas sure du délai , mais depuis quelques semaines j'ai perdu la moitié de ma masse de cheveux , et je sens des repousses , ayant eu peur je suis allée faire un bilan sanguin complet car je navais pas fait le lien avec le roaccutane ( je ne;;;;;;;
Bonjour , je suis aller voir le docteur la semaine passé car j'ai recu un ballon de volleyball en pleine figure .. ( sur la tempe ) il mon passer un scanner et il on trouver que j'avais la maladie de Fahr . Il me l'on dit et mon dit aurevoir tout est beau.. sans plus de réponse , je suis décourager ils ne men on pas dit plus alors je suis tres inquiete. Je n'ai seulement 26;;;;;;;
Bonjour , je suis rompu le frein pendant un rapport sexuel. J'ai donc du avoir recours à une intervention chirurgicale chez un urologue pour allonger le frein et faire disparaître la douleur. Le problème c'est que j'ai toujours une légère douleur/gène pendant mes rapports et ça persiste depuis maintenant 1an , est-ce normal? Que faut-il faire?;;;;;;;
Bonjour , Je suis une personne souvent stresser , et surtout si j'ai un projet a realisé, ce qui me cause des problemes de someil ...je m'explique: Normalement je n'ai aucun probléme de sommeil et mes nuit sont en géneral tranquille , a part les fois ou j'ai quelque chose d'important a faire le lendemain ou mme ds le mois et qui me tiens a coeur , là je ne dors pratiquement;;;;;;;
Bonjour , ma fille (27 ans) a beaucoup de problèmes suite à la pose de sondes urinaires bilatérales appelées sondes JJ. Pour traiter ses calculs rénaux , on lui a posé des sondes JJ qu'elle n'a pas supporté. On les lui a enlevé pour en mettre d'autres plus souples , toujours insupportables. Aujourd'hui , 4 mois après ablation des sondes , elle est toujours dans un état;;;;;;;
Bonjour , peut-être pouvez-vous m'aider par vos expériences. J'ai 44 ans. Depuis plus d'un mois, j'ai de la peine à bien respirer, à bien inspirer. C'est comme si j'avais de la peine à bien prendre de l'air. C'est assez angoissant. C'est comme un bâillement qui ne viendrait pas. J'ai aussi une faiblesse général, les jambes lourdes. En voiture, en particulier, je rote beaucoup;;;;;;;
Bonjour , Prise de sang faite hier pour rendez vous chez le cardiologue . ( au 22 septembre ) Pour moi ça m à pas l air mauvais mais pourriez vous me donner vos avis ?   Globules rouges : 5030000  Hémoglobine : 13,2 Hematocrite : 42,5 VGM : 84 TCM : 26,2 CCM: 31,1 Coeff de variation : 14,3 Globules blancs : 7700   Neutrophiles : 3619 Éosinophiles : 308 Basophile : 77;;;;;;;
Bonjour , Voici le compte rendu . Confirmation d'une parodontopathie maxillaire bilatérale avec une déminéralisation péri apico dentaire 26 et 27 avec des zones granulomateuses. Stigmates de traitement endo canalaire satisfaisants sans signe d'aspergillome. Rhinite hypertrophique. Les dents 26 et 27 sont des bridges dentaires. Pouvez vous m'aider à comprendre la conclusion.;;;;;;;
Bonjour , voila je voudrais savoir depuis 5 jours j'ai des douleurs d'articulation des poignées et des doigts toute la journée , je voudrais avoir votre avie a tous avant d'aller voir un médecin si quelqu'un a la même chose que moi et qui a trouver la solution je la voudrais bien svp merci .;;;;;;;
Bonjour . Je viens vers vous car je viens juste d'avoir mes résultats d'analyses et mon taux de polynucléaires basophiles m?inquiète particulièrement . Je dois voir mon médecin fin de semaine mais j'avoue que inquiétude me gagne aussi je demande vos avis amis Vulgaris . polynucléaires basophiles 115/mm3 au lieu de 100 qui parrait-il la norme .!!!. Cordialement .;;;;;;;
Bonjour / Bonsoir J'ai 17ans, et depuis quelques années j'ai remarqué que mon penis ne grandissait pas, de plus je n'arrive pas a me décalotter, et en pour finir j'ai même des boutons sur le penis, ils sont de bas en haut avec une espèce de marque rouge, autant dire que je n'ai pas de chance... Biensure je n'ose pas en parler a mes parents. J'ai chercher sur Internet par;;;;;;;
"Bonjour / Bonsoir, Bon je m'excuse d'avance si le sujet à déjà été aborder, ou si je me trouve dans la mauvaise section ou hors sujet ou autre, et j'y pense bien que le sujet seras verrouiller entre autres .... Donc ! J'aimerais vous demander une aide quant à la signification d'un rêve étant donné mon "" trop jeune âge "" , va t-on dire, pour m'intéresser de trop près à ce genre";;;;;;;
bonjour a tous    Il y a 2 mois j`ai appris que j`aviais la FM mais je suis certaine que ca  fait au moins 7 ans que je l`ai. Voyez-vous je souffre de plusieurs problè-  de santé tel que: depressions recurantes(héréditaire);goitre nodulaireset  hypothiroidie; diabete t2; cholestérol; perte auditive de 50% a chaque  oreilles; probleme de fybrome,kyste et ecoulement des;;
Bonjour à tous  je me permets de demander votre avis. Je souffre depuis plusieurs semaines de paresthésies des extrémités (d'abors pas moment...puis en continudepuis 2 semaines) N'ayant jamais ressenti cette sensation avant..je suis trés angoissée.... En fait, je ne ressens plus mes plantes des pieds et j ai des brûlures dans le bout de chaque doigts (juste les bouts) et des;;;;;;;
Bonjour à tous ! Alors voila j'ai 15 ans, je mesure 1m61 et depuis janvier j'essaye de faire des régimes afin de m'affiner du bas et de me sentir bien dans mon corps même si je sais que je suis très jeune. Seulement au bout d'une semaine je craquais. Mais depuis deux semaine j'arrive enfin à tenir un régime ! je mange beaucoup de fruits, un peu de féculents et de légumes et je;;;;;;;
Bonjour à tous ! J'ai 37ans et je suis mère de deux filles. J'aimerais avoir un bébé de plus, mais je ne peut pas tomber enceinte. Je suis vraiment très triste pour ça ! Est-ce que quelqu'un sait pourquoi ? Merci d'avance.;;;;;;;
Bonjour a tous ! je m?appelle Andy et j'ai 20 ans, je pratique de la musculation depuis 1 ans et un sport d?équipe , et je suis étudiant. Je consommai des complément alimentaire (gainer pour prise de masse )... Jusqu'au jour ou j'ai ressenti des douleur au bas du ventre toute la journée ,allons a la selle avec une diarrhée. Puis le lendemain du sang avec des selle molle. Bref;;;;;;;
Bonjour à tous ! Je suis actuellement en seconde année de BAC pro ASSP (donc en première) et j'ai actuellement 16 ans (mes 17 ans en octobre 2017). Je suis particulièrement attirée par les usagers à déficience mentale, c'est un milieu qui me plaît. J'ai déjà effectué un stage d'une période de 4 semaines en EHPAD spécialisée avec des personnes âgée ayant des troubles;;;;;;;
Bonjour à tous ! Je suis mère d'une petite fille de 20 mois. Nous avions été voir le pédiatre qui nous dit qu'elle suspect la fermeture précoce de la suture métopique, en effet le résultat du scanner s'est avérés positif confirmant bien la fermeture précoce de la suture métopique et témoignant d'une trigonocéphalie. J'aimerais rencontrer des personnes ou parents qui sont dans;;;;;;;
Bonjour à tous ! Je suis une fille de 16ans, plutôt sportive ( escalade, musculation, badminton ). Aux entraînements mon épaule droite claque fortement et systématiquement quand je fais des rotations de l'épaule vers l'arrière et celà dure depuis ~ octobre 2017. Ça m'inquiète parce que depuis peu, mon épaule me fait mal et me tire... Est ce que je doit aller consulter ? Qqun a;;;;;;;
Bonjour à tous ! Mon fils de 2 ans 1/2 est neutropenique depuis l'age d'1 an.Nous avons decouvert cette neutropenie à la suite d'une otite qui ne se guerissait pas.Depuis , son taux de polynucleaires neutrophiles varie entre 1 et 6 %(soit 70 à 350 /la norme etant de 1500/2000).Il ne sait donc pas se defendre contre les bactéries et l'hematologue l'a mis sous BATRIM;;;;;;;
Bonjour à tous ! Voilà, j'ai 15 ans et depuis 3 ans, j'ai de vives douleurs au niveau du genou droit, en dessous de la rotule. Mais il me fait mal que lorsque je fais du sport, ou lorsque je m'accroupis, ou Durant une marche rapide ou longue. Je suis obligée de m'arrêter et la douleur met environ 3h à repartir. Pendant ce temps, j'ai beaucoup de mal à monter ou descendre les;;;;;;;
Bonjour a tous , je m'apelle julien je viens sur se forum avec l'espoir que vous m'éclairerier sur mon probleme , depuis environ 6mois j ai des petit bouton dans le coin de levres , je m en etait pas preocuper puis la je me demande si cela n est pas grave ... j ai peur que sa soit liée a lherpes ou autre donc sa serair super gentil de me repondre merci bonne journée !;;;;;;;
Bonjour a tous , je me présente rapidement, je m'appelle Arnaud j'ai 37 ans et je travail en hypermarché. Je suis depuis jeune hypersensible ce qui m'a toujours provoqué du stress . A 17 ans j'ai eu 2 abcès cérébraux du a une carie dentaire mal soigné ce qui ma valus 1 mois d?hôpital une semaine de coma et une trépanation. Des lors je suis tomber en dépression et arrêter les;;;;;;;
Bonjour à tous , Je viens de revoir les résultats de la prise de sang de ma fille et je souhaiterai savoir si quelqu'un saurait me dire si ça veut dire quelque chose . Le médecin a prescrit cette pds car elle se plaint énormément de douleurs aux jambes et les résultats n indiquent qu une vitesse de sédimentation élevée et un taux de transaminase alat bas . L hémoglobine est un;;;;;;;
Bonjour à tous , Souffrant d'oppressions au niveau de mon thorax depuis plusieurs mois maintenant , je souhaiterais s'il vous plaît avoir des témoignages et des conseilles . Ceci se déclenche en sport ( tout les sports) mais aussi au repos . J'ai déjà fais une radiographie pulmonaire qui était normal, ECG repos et d'effort normaux et j'ai passé n echo doppler cardiaque qui est;;;;;;;
Bonjour à tous , Voilà j'ai 19 ans , et pour vous expliquer un peu je suis en première année d'IDE , et on a appris les névroses et les maladies psychologiques. Depuis à peu près 2 ans, j'ai remarqué que je devenais complètement folle quand je m?énervais contre ma famille, cris, pleures, les mains qui tremblent, hyperventilation, et les mains tétanisées. Mais c?était rare, il;;;;;;;
bonjour a tous ,déjà désolé pour toute les faute d?orthographe que je vais faire au préalable ,donc j'ais petit problème de morphologie au quelle je n'arrive pas a remédier ,enfaîte je suis un homme et j'ai des fesse plutôt muscle sans avoir le reste muscle ,si j'aurai eu des fesse (pas très grosse mais comme même jour voyante mais grosse quand mémé )dut a la graisse je;;;;;;;
Bonjour à tous cela fait 1 semaine que j'ai une douleur au niveau du cunéiforme cela est dû à un choc en jouant au foot sur le coup j'ai pus continuer à jouer mais le lendemain sa a gonfler je pensais que sa allait passer au bout de 2.3 jours mais sa dure j'ai peur que celadure encore longtemps vus que je dois reprendre l'entraînement. J'arrive à marcher (douleur quand je;;;;;;;
Bonjour à tous En 2016 ma tsh était à 7 donc en hypo j'ai consulté un endocrino qui m'a recherché les anticorps et je n'ai pas hashimoto mais basedow avec des traks positifs. 1 pour cent des cas mais surtout on ne sait pas ce que j'ai... Examens irm cerebral rien On m'a traité avec un peu de levothyrox qu'on m'a arrêté au bout de 4 mois et ma thyroïde était redevenue normal .;;;;;;;
Bonjour à tous et à toutes, Ca fait maintenant 3 semaines que je souffre d'une douleur au bas ventre du côté droit. Mon médecin pensait alors à une appendicite aiguë mais avec les résultats sanguins ce n'était pas le bon diagnostic. Les douleurs ont persistés et je me suis retrouvé à faire une échographie pelvienne. On m'a diagnostiqué un kyste qui a explosé avec un;;;;;;;
Bonjour a tous et a toutes, Mon msg pourrait vous paraitre bizarre mais je me tourne vers vous pour avoir vos conseilles surtout s'il s'agit de personnes qui ont déja vécu cela ou des médecins qui connaissent l'impact de la dialyse sur la vie en couple. Il y a un moment un Mr que j'apprécie énormément voulait qu'on se marie il a 41ans et il fait de la dialyse depuis plus de 10;;;;;;;
Bonjour à tous et bonjour Christiane, Nouvelle sur ce forum,j'ai découvert vos blogs(très riches en informations précieuses)au hasard de mes recherches sur internet. Je suis infirmière en invalidité partielle depuis 2004 (suite à des problèmes de lombalgie et de TMS)J'arrive à travailler de façon très partielle en mission d'intérim,mais la douleur physique accompagne toutes;;;;;;;
Bonjour à tous et bonjour Christiane, Nouvelle sur ce forum,j'ai découvert vos blogs(très riches en informations précieuses)au hasard de mes recherches sur internet. Je suis infirmière en invalidité partielle depuis 2004 (suite à des problèmes de lombalgie et de TMS)J'arrive à travailler de façon très partielle en mission d'intérim,mais la douleur physique accompagne toutes;;;;;;;
Bonjour à tous et merci d'avance de vos réponses Alors voilà je me suis fait extraire mes deux dents de sagesse du haut et tout s'est bien passé, à la fin le stomato qui m'a opéré à fait un topo et une ordonnance des médocs que je devais prendre, alors chez moi je mange mou etc etc et ils disent un bain de bouche entre chaque repas, alors j'en ai fait hein pensant que c'était;;;;;;;
Bonjour a tous et toutes, J'ai depuis 1 an un gros bouton à la fesse ... au bout de 3 mois mes proches pensaient à un furoncle puis il est parti en laissant une trace . 3mois plus tard il est revenu mais avec la douleur en supplément... j'ai donc consulté un dermato qui m'a parlé d'abcès ou kyste et m'a mis sous antibio ainsi que exomedine transcutannée et fucidine...au bout;;;;;;;
Bonjour a tous et toutes, Nous avons vécu pendant dans un maison ancienne en pierre assez humide des la premiere année nous nous faisions piquer par des bestioles invisibles (salon, cuisine, et surtout la chambre) UNIQUEMENT DE LA MI-JUIN A AOUT et ce phenomene se reproduisait tous les ans et toujours a la meme période, malgres fumigene, et tous ce qui existe pour lutter;;;;;;;
